al,481
ak,73
az,649
ar,294
ca,3770
co,512
ct,359
de,91
dc,62
fl,1906
ga,982
hi,138
id,159
il,1287
in,652
ia,307
ks,288
ky,437
la,458
me,133
md,583
ma,659
mi,988
mn,535
ms,298
mo,602
mt,100
ne,185
nv,273
nh,132
nj,883
nm,209
ny,1947
nc,966
nd,69
oh,1155
ok,380
or,388
pa,1275
ri,106
sc,468
sd,83
tn,641
tx,2568
ut,282
vt,63
va,810
wa,684
wv,186
wi,572
wy,57
